frameCount,LBrowH,RBrowH,LEyeH,REyeH,nose,MouseH,MouseW,OriX,OriY,OriZ
5,8.1,8.14,2.63,2.64,5.76,1.55,12.49,0.03,0.064,0.07
6,8.28,8.31,2.52,2.52,5.78,1.63,12.11,0.05,0.062,0.07
7,8.33,8.34,2.56,2.57,5.51,1.28,9.76,0.07,0.056,0.07
8,8.16,8.15,2.56,2.57,5.82,1.98,13.08,0.08,0.046,0.07
9,8.05,8.03,2.6,2.6,5.92,1.81,13.9,0.09,0.045,0.06
10,8.13,8.1,2.67,2.66,5.9,1.49,14.25,0.09,0.041,0.06
11,8.23,8.2,2.67,2.66,6.07,2.78,15.0,0.09,0.043,0.05
12,8.33,8.31,2.52,2.51,6.08,4.56,14.71,0.09,0.043,0.05
13,8.32,8.3,2.51,2.49,6.07,4.51,14.39,0.09,0.043,0.05
14,8.19,8.18,2.57,2.59,5.92,4.17,14.47,0.1,0.036,0.06
15,8.22,8.19,2.56,2.56,6.01,4.34,14.43,0.1,0.037,0.06
16,8.22,8.19,2.56,2.56,6.01,4.34,14.43,0.1,0.037,0.06
17,8.22,8.19,2.56,2.56,6.01,4.34,14.43,0.1,0.037,0.06
18,8.22,8.19,2.56,2.56,6.01,4.34,14.43,0.1,0.037,0.06
1,7.81,7.78,3.33,3.22,6.17,1.39,14.13,0.09,-0.012,0.04
2,8.58,8.55,2.41,2.34,5.93,5.42,14.24,0.01,0.036,0.04
3,8.36,8.34,2.44,2.4,6.07,4.93,14.03,0.03,0.043,0.04
1,8.05,8.06,2.5,2.44,5.83,3.23,13.61,0.03,0.052,0.04
2,8.07,8.08,2.57,2.53,5.66,2.48,13.07,0.02,0.057,0.05
3,8.2,8.24,2.56,2.54,5.44,2.33,11.58,0.03,0.064,0.06
4,8.13,8.18,2.61,2.61,5.82,1.45,12.48,0.04,0.065,0.07
5,8.29,8.32,2.59,2.61,5.79,1.51,12.04,0.06,0.06,0.07
6,8.36,8.37,2.56,2.57,5.42,1.39,8.81,0.08,0.058,0.07
7,8.29,8.31,2.51,2.51,5.51,3.82,9.66,0.09,0.054,0.07
8,8.16,8.15,2.52,2.53,5.87,1.85,13.21,0.09,0.047,0.07
9,8.04,8.02,2.55,2.54,5.98,1.79,14.07,0.09,0.044,0.06
10,8.13,8.1,2.58,2.58,6.05,1.42,14.42,0.08,0.039,0.06
11,8.28,8.26,2.56,2.56,6.14,3.44,15.03,0.09,0.04,0.06
12,8.41,8.38,2.59,2.6,6.02,4.33,14.57,0.1,0.041,0.06
13,8.19,8.18,2.6,2.61,5.97,4.02,14.45,0.1,0.038,0.06
14,8.21,8.2,2.54,2.54,6.11,4.39,14.47,0.1,0.037,0.05
15,8.21,8.2,2.54,2.54,6.11,4.39,14.47,0.1,0.037,0.05
16,8.21,8.2,2.54,2.54,6.11,4.39,14.47,0.1,0.037,0.05
17,8.21,8.2,2.54,2.54,6.11,4.39,14.47,0.1,0.037,0.05
18,8.21,8.2,2.54,2.54,6.11,4.39,14.47,0.1,0.037,0.05
1,7.99,7.99,2.52,2.48,5.84,3.07,13.56,0.01,0.046,0.05
2,8.09,8.1,2.55,2.52,5.68,2.49,13.09,0.03,0.054,0.05
3,8.04,8.05,2.51,2.49,5.67,2.42,12.96,0.01,0.051,0.06
4,8.12,8.16,2.62,2.63,5.75,1.59,12.5,0.04,0.065,0.07
5,8.28,8.31,2.6,2.61,5.77,1.54,12.03,0.05,0.06,0.07
6,8.33,8.34,2.57,2.58,5.52,1.27,9.74,0.07,0.055,0.07
7,8.31,8.31,2.58,2.59,5.5,3.75,9.79,0.09,0.055,0.07
8,8.18,8.18,2.56,2.56,5.81,1.98,13.18,0.09,0.047,0.07
9,8.05,8.03,2.54,2.53,5.99,1.78,14.1,0.09,0.046,0.06
10,8.14,8.1,2.59,2.58,6.04,1.4,14.37,0.08,0.039,0.06
11,8.27,8.25,2.57,2.57,6.14,3.34,15.0,0.09,0.041,0.06
12,8.27,8.23,2.55,2.54,6.13,2.95,14.72,0.09,0.042,0.05
13,8.42,8.41,2.51,2.5,6.03,4.45,14.58,0.1,0.041,0.06
14,8.19,8.18,2.55,2.55,6.11,3.89,14.48,0.09,0.038,0.06
15,8.19,8.18,2.55,2.55,6.11,3.89,14.48,0.09,0.038,0.06
16,8.19,8.18,2.55,2.55,6.11,3.89,14.48,0.09,0.038,0.06
17,8.19,8.18,2.55,2.55,6.11,3.89,14.48,0.09,0.038,0.06
1,7.59,7.65,2.77,2.81,5.5,1.63,9.76,0.08,0.031,0.09
2,7.99,7.99,2.52,2.48,5.84,3.07,13.56,0.01,0.046,0.05
3,8.05,8.07,2.52,2.51,5.7,2.39,12.87,0.02,0.053,0.06
4,8.18,8.21,2.55,2.54,5.45,2.35,11.61,0.02,0.062,0.06
5,8.12,8.16,2.62,2.63,5.75,1.59,12.5,0.04,0.065,0.07
6,8.28,8.31,2.6,2.61,5.77,1.54,12.03,0.05,0.06,0.07
7,8.33,8.34,2.57,2.58,5.52,1.27,9.74,0.07,0.055,0.07
8,8.31,8.32,2.51,2.52,5.51,3.85,9.63,0.1,0.055,0.07
9,8.17,8.16,2.52,2.53,5.87,1.86,13.2,0.09,0.046,0.06
10,8.05,8.03,2.54,2.53,5.99,1.78,14.1,0.09,0.046,0.06
11,8.14,8.1,2.59,2.58,6.04,1.4,14.37,0.08,0.039,0.06
12,8.31,8.29,2.59,2.58,6.1,3.43,14.6,0.09,0.045,0.05
13,8.42,8.4,2.56,2.55,6.02,4.79,14.51,0.1,0.041,0.06
14,8.2,8.19,2.6,2.61,5.95,4.34,14.45,0.1,0.036,0.06
15,8.19,8.18,2.55,2.55,6.11,3.89,14.48,0.09,0.038,0.06
16,8.19,8.18,2.55,2.55,6.11,3.89,14.48,0.09,0.038,0.06
17,8.19,8.18,2.55,2.55,6.11,3.89,14.48,0.09,0.038,0.06
18,8.19,8.18,2.55,2.55,6.11,3.89,14.48,0.09,0.038,0.06
1,8.89,8.86,2.55,2.52,6.15,4.29,14.89,0.0,0.036,0.05
2,8.55,8.51,2.38,2.33,5.99,5.01,14.25,0.03,0.037,0.05
3,8.36,8.36,2.42,2.4,5.99,4.8,13.97,0.04,0.042,0.05
4,8.28,8.26,2.44,2.39,6.06,3.54,14.01,0.05,0.046,0.04
5,8.05,8.06,2.57,2.51,5.87,3.38,13.73,0.01,0.051,0.04
6,8.2,8.24,2.56,2.54,5.44,2.33,11.58,0.03,0.064,0.06
7,8.13,8.18,2.61,2.61,5.82,1.45,12.48,0.04,0.065,0.07
8,8.29,8.32,2.59,2.61,5.79,1.51,12.04,0.06,0.06,0.07
9,8.34,8.34,2.57,2.57,5.52,1.25,9.74,0.07,0.055,0.07
10,8.32,8.32,2.58,2.58,5.5,3.75,9.78,0.09,0.057,0.07
11,8.19,8.18,2.57,2.58,5.81,1.97,13.18,0.09,0.047,0.07
12,8.06,8.04,2.6,2.6,5.91,1.8,13.92,0.09,0.044,0.06
13,8.14,8.11,2.66,2.65,5.9,1.52,14.27,0.09,0.04,0.06
14,8.28,8.26,2.56,2.56,6.14,3.44,15.03,0.09,0.04,0.06
15,8.33,8.32,2.57,2.56,6.07,3.97,14.51,0.1,0.045,0.05
16,8.43,8.41,2.49,2.49,6.07,4.82,14.56,0.1,0.04,0.06
17,8.21,8.2,2.54,2.54,6.11,4.39,14.47,0.1,0.037,0.05
18,8.21,8.2,2.54,2.54,6.11,4.39,14.47,0.1,0.037,0.05
19,8.21,8.2,2.54,2.54,6.11,4.39,14.47,0.1,0.037,0.05
20,8.21,8.2,2.54,2.54,6.11,4.39,14.47,0.1,0.037,0.05
21,8.21,8.2,2.54,2.54,6.11,4.39,14.47,0.1,0.037,0.05
1,8.02,8.01,2.57,2.53,5.84,2.38,13.72,0.04,0.051,0.05
2,8.09,8.11,2.53,2.49,5.68,2.41,12.9,0.03,0.054,0.05
3,8.19,8.25,2.56,2.53,5.46,2.31,11.61,0.04,0.065,0.05
4,8.15,8.19,2.5,2.49,5.79,1.67,12.32,0.04,0.067,0.07
5,8.3,8.33,2.52,2.51,5.76,1.66,12.12,0.05,0.064,0.07
6,8.36,8.37,2.56,2.57,5.41,1.39,8.78,0.07,0.057,0.07
7,8.31,8.33,2.51,2.52,5.51,3.85,9.63,0.1,0.055,0.07
