frameCount,LBrowH,RBrowH,LEyeH,REyeH,nose,MouseH,MouseW,OriX,OriY,OriZ
14,6.58,6.59,3.43,3.5,6.87,1.48,16.83,0.03,-0.206,-0.14
15,6.54,6.62,3.57,3.64,6.63,2.24,16.94,0.04,-0.196,-0.13
16,6.58,6.63,3.56,3.61,6.73,2.73,16.32,0.04,-0.188,-0.13
17,6.54,6.6,3.25,3.29,6.46,3.28,15.89,0.06,-0.181,-0.13
18,6.64,6.67,3.61,3.65,6.5,1.57,15.03,0.05,-0.182,-0.12
19,6.62,6.66,3.44,3.46,6.55,1.26,14.86,0.04,-0.183,-0.12
20,6.62,6.66,3.44,3.46,6.55,1.26,14.86,0.04,-0.183,-0.12
21,6.62,6.66,3.44,3.46,6.55,1.26,14.86,0.04,-0.183,-0.12
22,6.62,6.66,3.44,3.46,6.55,1.26,14.86,0.04,-0.183,-0.12
23,6.62,6.66,3.44,3.46,6.55,1.26,14.86,0.04,-0.183,-0.12
24,6.62,6.66,3.44,3.46,6.55,1.26,14.86,0.04,-0.183,-0.12
25,6.62,6.66,3.44,3.46,6.55,1.26,14.86,0.04,-0.183,-0.12
26,6.62,6.66,3.44,3.46,6.55,1.26,14.86,0.04,-0.183,-0.12
